Movie,Year,Genres,Certification/Rating,IMDb ID,Writer,Director,Actors,Plot,Country,IMDb Rating,Runtime
Risk,2007,"Action, Crime, Drama",N/A,tt0845529,Atul Taishete,Vishram Sawant,"Vinod Khanna, Randeep Hooda, Tanushree Dutta","Modern day Bombay is ruled by Bangkok-based underworld don, Khalid Bin Jamal, who has the Home Minister, A.R. Sarang, as well as the Police Commissioner on his payroll. Khalid would like to get rid of a number of thorns on his sid...",India,6.6,155 min
The Secret,2006,Documentary,PG,tt0846789,Rhonda Byrne (original concept),Drew Heriot,"Bob Proctor, Joe Vitale, John Assaraf, Loral Langemeier","Interviews with self-proclaimed authors, philosophers, scientists, with an in-depth discussion of visualizing your goals. The audience is shown how they can learn and use 'The Secret' in their everyday lives.","Australia, USA",5.6,90 min
Om Namah Shivay,1997–1999,"Drama, Fantasy",N/A,tt0853973,N/A,N/A,"Sunil Nagar, Sanjay Swaraj, Sandeep Mehta",The Hindu Mythological saga of Lord Shiva.,India,8,N/A
The Last Airbender,2010,"Action, Adventure, Family",PG,tt0938283,M. Night Shyamalan,M. Night Shyamalan,"Noah Ringer, Nicola Peltz Beckham, Jackson Rathbone","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",United States,4,103 min
The Sorcerer's Apprentice,2010,"Action, Adventure, Family",PG,tt0963966,Lawrence Konner,Jon Turteltaub,"Nicolas Cage, Jay Baruchel, Alfred Molina",A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.,United States,6.1,109 min
Hugo,2011,"Adventure, Drama, Family",PG,tt0970179,John Logan,Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee","In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.","United States, United Kingdom, France",7.5,126 min
The Adventures of Tintin,2011,"Animation, Action, Adventure",PG,tt0983193,Hergé,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,"United States, New Zealand, United Kingdom, France, Australia, Belgium",7.3,107 min
Y.M.I. Yeh Mera India,2008,"Crime, Drama, Thriller",N/A,tt1002963,N. Chandra,N. Chandra,"Anupam Kher, Atul Kulkarni, Milind Gunaji",Lives of several people intertwine during an eventful day in Mumbai.,India,7.7,137 min
Up,2009,"Animation, Adventure, Comedy",PG,tt1049413,Pete Docter,"Pete Docter, Bob Peterson","Edward Asner, Jordan Nagai, John Ratzenberger","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","United States, Japan",8.3,96 min
Gehraiyaan,2022,"Drama, Romance",N/A,tt10733228,Shakun Batra,Shakun Batra,"Deepika Padukone, Naseeruddin Shah, Ananya Panday",Takes you on a journey into the deep rooted intricacies of modern human relationships.,India,5.8,148 min
Night at the Museum: Battle of the Smithsonian,2009,"Adventure, Comedy, Family",PG,tt1078912,Robert Ben Garant,Shawn Levy,"Ben Stiller, Owen Wilson, Amy Adams","Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.","United States, Canada",6,105 min
Shaurya,2008,"Crime, Drama, Thriller",Not Rated,tt1101665,Samar Khan,Samar Khan,"Rahul Bose, Jaaved Jaaferi, Minissha Lamba","Maj. Siddhant Chaudhary, an Indian Army lawyer, attempts to defend Capt. Javed Khan who is accused of killing a decorated officer. The problem is that Khan does not wish to be defended and freely admits to his crime.",India,7.3,149 min
Baksha Rahasya,1996,"Adventure, Mystery, Thriller",N/A,tt1159914,Satyajit Ray,Sandip Ray,"Sabyasachi Chakrabarty, Rabi Ghosh, Saswata Chatterjee",Famous Bengali private investigator Pradosh C. Mitter (Feluda) is hired by wealthy businessman Dinnanath Lahiri. His suitcase has been accidentally exchanged with someone on the Kalka Mail. Inside it is a valuable manuscript writt...,India,7.2,98 min
Rango,2011,"Animation, Action, Adventure",PG,tt1192628,John Logan,Gore Verbinski,"Johnny Depp, Isla Fisher, Timothy Olyphant","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","United States, United Kingdom",7.2,107 min
Cars 2,2011,"Animation, Adventure, Comedy",G,tt1216475,John Lasseter,"John Lasseter, Bradford Lewis","Owen Wilson, Larry the Cable Guy, Michael Caine",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international e...,"United States, Japan",6.2,106 min
Aashayein,2010,Drama,Not Rated,tt1227524,Nagesh Kukunoor,Nagesh Kukunoor,"John Abraham, Anaitha Nair, Girish Karnad",A man meets with assorted characters in a nursing home after being diagnosed with cancer.,India,7.1,120 min
Rock On!!,2008,"Drama, Music",Not Rated,tt1230165,Farhan Akhtar,Abhishek Kapoor,"Arjun Rampal, Farhan Akhtar, Luke Kenny",Four friends reunite to relive their moments of glory as a rock band.,India,7.7,145 min
Rang Rasiya,2008,"Biography, Drama, Romance",Not Rated,tt1239276,Sanjeev Dutta,Ketan Mehta,"Randeep Hooda, Nandana Sen, Paresh Rawal",A look into the life of 19th century Indian painter Raja Ravi Varma.,India,7,132 min
Ajab Prem Ki Ghazab Kahani,2009,"Action, Comedy, Musical",Not Rated,tt1252596,K. Rajeshwar,Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Darshan Jariwala","The wacky adventures of a young man who is willing to sacrifice his own love to insure the happiness of others, even trying to get the girl of his dreams married to the guy of her dreams.",India,6.4,150 min
Exam,2009,"Crime, Horror, Mystery",Not Rated,tt1258197,Stuart Hazeldine,Stuart Hazeldine,"Adar Beck, Gemma Chan, Nathalie Cox","Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel.",United Kingdom,6.8,101 min
Gulaal,2009,"Crime, Drama, Thriller",Not Rated,tt1261047,Raj Singh Chaudhary,Anurag Kashyap,"Kay Kay Menon, Raj Singh Chaudhary, Raja Chaudhary","A law student witnesses deception, homicide, and crime after being elected as General Secretary of his college.",India,8,140 min
Madagascar 3: Europe's Most Wanted,2012,"Animation, Adventure, Comedy",PG,tt1277953,Eric Darnell,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Jada Pinkett Smith, Chris Rock","The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.","United States, India",6.8,93 min
A Wednesday,2008,"Action, Crime, Drama",Not Rated,tt1280558,Neeraj Pandey,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Veerendra Saxena",A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,India,8.1,104 min
Pathaan,2023,"Action, Adventure, Thriller",Not Rated,tt12844910,Shridhar Raghavan,Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham","An Indian agent races against a doomsday clock as a ruthless mercenary, with a bitter vendetta, mounts an apocalyptic attack against the country.",India,5.9,146 min
Don 2,2011,"Action, Crime, Thriller",Not Rated,tt1285241,Farhan Akhtar,Farhan Akhtar,"Shah Rukh Khan, Florian Lukas, Om Puri","Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.","India, Germany",7.1,148 min
Dasvidaniya,2008,"Comedy, Drama",N/A,tt1288638,Kailash Kher,Shashant Shah,"Vinay Pathak, Sarita Joshi, Rajat Kapoor","A man who loves to make ""to-do lists"" makes one last bucket list when he realizes he is about to die.",India,7.8,113 min
Raajneeti,2010,"Crime, Drama, Thriller",Not Rated,tt1291465,Prakash Jha,Prakash Jha,"Ajay Devgn, Ranbir Kapoor, Nana Patekar","Samar, the son of a political family, has chosen to go to the USA to live with his girlfriend. However, the death of his father makes him put his plans on hold and enter the dirty world of politics.",India,7.1,163 min
Kung Fu Panda 2,2011,"Animation, Action, Adventure",PG,tt1302011,Jonathan Aibel,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Jackie Chan","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.","United States, Canada",7.2,90 min
Army of Thieves,2021,"Action, Comedy, Crime",TV-MA,tt13024674,Zack Snyder,Matthias Schweighöfer,"Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee","A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.","Germany, United States",6.4,127 min
Lamhaa: The Untold Story of Kashmir,2010,"Action, Drama, Thriller",Not Rated,tt1309561,Ashwath Bhatt,Rahul Dholakia,"Sanjay Dutt, Bipasha Basu, Kunal Kapoor",Indian Military Intelligence deputes an agent to Kashmir incognito to find out who is behind extremist attacks.,India,5,152 min
Vikram Vedha,2022,"Action, Crime, Drama",Not Rated,tt13131350,Benazir Ali Fida,"Gayatri, Pushkar","Saif Ali Khan, Hrithik Roshan, Radhika Apte",A tough police officer sets out to track down and kill an equally tough gangster.,India,7.1,160 min
Despicable Me,2010,"Animation, Adventure, Comedy",PG,tt1323594,Cinco Paul,"Pierre Coffin, Chris Renaud","Steve Carell, Jason Segel, Russell Brand","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","United States, France",7.6,95 min
Wake Up Sid,2009,"Comedy, Drama, Romance",Not Rated,tt1324059,Ayan Mukerji,Ayan Mukerji,"Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak","The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",India,7.6,138 min
Red Cliff II,2009,"Action, Adventure, Drama",N/A,tt1326972,John Woo,John Woo,"Tony Leung Chiu-wai, Takeshi Kaneshiro, Fengyi Zhang",Second and final part of epic tale about a legendary battle that changed the course of China history.,"China, Hong Kong, Japan, Taiwan, South Korea, United States",7.5,142 min
Dev.D,2009,"Comedy, Drama, Romance",Not Rated,tt1327035,Sarat Chandra Chattopadhyay,Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin","After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",India,7.9,144 min
Antaheen,2009,"Drama, Romance",N/A,tt1359552,Aniruddha Roy Chowdhury,Aniruddha Roy Chowdhury,"Rahul Bose, Aparna Sen, Radhika Apte","Abhik loses faith in the people around and develops an online relationship with Brinda, a young woman who works as a journalist.",India,7.9,120 min
Karthik Calling Karthik,2010,"Drama, Mystery, Romance",Not Rated,tt1373156,Vijay Lalwani,Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor","A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",India,7.1,135 min
Once Upon a Time in Mumbaai,2010,"Action, Crime, Drama",Not Rated,tt1395054,Rajat Arora,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut","As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.",India,7.4,134 min
Well Done Abba!,2009,Comedy,N/A,tt1397492,Jayant Kripalani,Shyam Benegal,"Boman Irani, Minissha Lamba, Sammir Dattani","A mild mannered chauffeur finds that the government in his parched village is giving loans to dig one's own well. After fudged photographs and bribes, he has no loan amount left to build his well. Aggrieved, he protests by abjurin...",India,7.2,144 min
Ride or Die,2021,"Crime, Drama, Romance",TV-MA,tt14164234,Ching Nakamura,Ryûichi Hiroki,"Kiko Mizuhara, Honami Satô, Shinya Niiro","Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",Japan,5.6,142 min
Interceptor,2022,"Action, Adventure, Drama",TV-MA,tt14174940,Matthew Reilly,Matthew Reilly,"Elsa Pataky, Luke Bracey, Aaron Glenane",One Army captain must use her years of tactical training and military expertise when a simultaneous coordinated attack threatens the remote missile interceptor station she is in command of.,"Australia, United States",4.6,99 min
Rio,2011,"Animation, Adventure, Comedy",PG,tt1436562,Carlos Saldanha,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.","United States, United Kingdom",6.9,96 min
Guzaarish,2010,"Drama, Romance",N/A,tt1438298,Sanjay Leela Bhansali,Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",India,7.4,126 min
Peepli [Live],2010,"Comedy, Drama",Not Rated,tt1447508,Bhadwai,"Anusha Rizvi, Mahmood Farooqui","Onkar Das Manikpuri, Raghubir Yadav, Shalini Vatsa",An impoverished farmer's threat to end his life invites attention from politicians and media.,India,7.4,95 min
Olot Palot,2009,Drama,N/A,tt14644458,N/A,Swapan Saha,"Rajatabha Dutta, Hiran, Shriya Jha",N/A,India,N/A,120 min
Anjaana Anjaani,2010,"Comedy, Drama, Musical",Not Rated,tt1499201,Siddharth Anand,Siddharth Anand,"Priyanka Chopra Jonas, Ranbir Kapoor, Aubrey K. Miller","After numerous attempts at suicide fail, a couple decides to live it up, then kill themselves on New Year's Day.",India,5.7,151 min
Our Eternal Summer,2021,Drama,N/A,tt15078122,Emilie Aussel,Emilie Aussel,"Agathe Talrich, Marcia Feugeas, Matthieu Lucci","To live and to love at the age of 18, immersing yourself in the carefree summer days and nights, losing your best friend suddenly, and realizing that nothing lasts forever. It's a time of decisive encounters in order to be reborn.",France,5.4,75 min
Third Person Singular Number,2009,Drama,N/A,tt1514446,Mostofa Sarwar Farooki,Mostofa Sarwar Farooki,"Nusrat Imrose Tisha, Mosharraf Karim, Rashed Uddin Ahmed Topu","A woman breaks with traditional Muslim culture by living with her boyfriend before getting married, but when the relationship ends, she must face the harsh consequences of being an outcast in her community.",Bangladesh,7.1,124 min
Iti Mrinalini: An Unfinished Letter...,2010,Drama,N/A,tt1521223,Ranjan Ghosh,Aparna Sen,"Konkona Sen Sharma, Anjan Dutt, Rajat Kapoor",An award-winning aging actress reflects on her life while writing a suicide note.,India,6.8,131 min
Patiala House,2011,"Drama, Sport",Not Rated,tt1535467,Nikkhil Advani,Nikkhil Advani,"Rishi Kapoor, Dimple Kapadia, Akshay Kumar","A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.",India,5.6,140 min
Mahanagar@Kolkata,2010,Drama,N/A,tt1543284,Nabarun Bhattacharya,Suman Mukhopadhyay,"Anjan Dutt, Sreelekha Mitra, Arun Mukherjee",The cinematographic idea of the film is 'PHOBIA' and 'VIGOR' in a contemporary Indian metropolis like Kolkata. This city and its people are reeling under the contradiction of rapid global developments and innate prejudices of the ...,India,6.6,96 min
Khufiya,2023,"Action, Biography, Crime",TV-MA,tt15433600,Vishal Bhardwaj,Vishal Bhardwaj,"Tabu, Ali Fazal, Wamiqa Gabbi","Krishna Mehra is an operative at Indian spy agency known as R&amp;AW. She is assigned to track down the mole selling India's defense secrets, while all along grappling with her dual identity as a spy and a lover.",India,6.1,157 min
Golmaal 3,2010,"Action, Comedy, Drama",Not Rated,tt1562859,Bunty Rathore,Rohit Shetty,"Mithun Chakraborty, Ajay Devgn, Kareena Kapoor","In Goa, Pritam meets his love Geeta after many years. They decide to get married but the feud between their respective children creates tension in their marriage.",India,5.6,155 min
Zindagi Na Milegi Dobara,2011,"Comedy, Drama, Musical",Not Rated,tt1562872,Farhan Akhtar,Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,"India, Spain",8.2,155 min
Mouchak,1974,Drama,Not Rated,tt1587224,Samaresh Basu,Arabinda Mukhopadhyay,"Uttam Kumar, Mithu Mukherjee, Savitri Chatterjee",A newly appointed good-looking officer catches the eyes of the fathers of would-be-brides. But he has some other plans.,India,8,131 min
Soul Surfer,2011,"Biography, Drama, Family",PG,tt1596346,Sean McNamara,Sean McNamara,"AnnaSophia Robb, Dennis Quaid, Helen Hunt",Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,United States,7,112 min
Dabangg,2010,"Action, Comedy, Crime",Not Rated,tt1620719,Dilip Shukla,Abhinav Kashyap,"Salman Khan, Sonakshi Sinha, Sonu Sood","A corrupt police officer faces challenges from his family, gangsters and politicians.",India,6.2,126 min
Paan Singh Tomar,2012,"Action, Biography, Crime",Not Rated,tt1620933,Sanjay Chauhan,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay","The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",India,8.2,135 min
Johnny English Reborn,2011,"Action, Adventure, Comedy",PG,tt1634122,Hamish McColl,Oliver Parker,"Rowan Atkinson, Rosamund Pike, Dominic West",Johnny English goes up against international assassins hunting down Chinese Premier Xiang Ping.,"United Kingdom, France, United States",6.3,101 min
Udaan,2010,Drama,Not Rated,tt1639426,Vikramaditya Motwane,Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Manjot Singh","Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",India,8.1,134 min
How to Train Your Dragon 2,2014,"Animation, Action, Adventure",PG,tt1646971,Dean DeBlois,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","United States, India",7.8,102 min
F.A.L.T.U,2011,"Comedy, Drama",N/A,tt1667076,Vipul Binjola,Remo D'Souza,"Arshad Warsi, Riteish Deshmukh, Jackky Bhagnani","Unable to get accepted, four academically-challenged students decide to open their own college.",India,4.7,120 min
Ice Age: Continental Drift,2012,"Animation, Adventure, Comedy",PG,tt1667889,Michael Berg,"Steve Martino, Michael Thurmeier","Ray Romano, Denis Leary, John Leguizamo","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","United States, United Kingdom, Canada",6.5,88 min
Despicable Me 2,2013,"Animation, Adventure, Comedy",PG,tt1690953,Cinco Paul,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","United States, France, Japan",7.3,98 min
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy, Drama, Family",PG,tt1698641,Rob Lieber,Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all fi...",United States,6.2,81 min
Ekti Tarar Khonje: Beyond the Stars,2010,Thriller,N/A,tt1706597,Madhuja Mukherjee,Avik Mukhopadhyay,"Anindya Pulak Banerjee, Dibyendu Bhattacharya, Anindya Chatterjee",N/A,India,6.8,138 min
Aakrosh,2010,"Action, Crime, Drama",Not Rated,tt1708453,Robin Bhatt,Priyadarshan,"Ajay Devgn, Akshaye Khanna, Bipasha Basu","The Central Bureau of Investigation deputes two officers to investigate the disappearance of three medical students, which they believe to be an incident of 'honour killing' in a small, closed community.",India,7,146 min
Ready,2011,"Action, Comedy, Romance",Not Rated,tt1708532,Rajan Agarwal,Anees Bazmee,"Salman Khan, Asin Thottumkal, Paresh Rawal","Set in Thailand and India, a case of mistaken identity leads to love, and a man and his family concoct a grand scheme to win over the hearts of a woman and her greedy, conniving uncles.",India,4.8,145 min
Byomkesh Bakshi,2010,"Drama, Mystery, Thriller",N/A,tt1723596,Saradindu Bandopadhyay,Anjan Dutt,"Abir Chatterjee, Saswata Chatterjee, Arindol Bagchi",Byomkesh Bakshi is a Bengali detective who is called on for a spine-chilling case with his assistant/friend Ajit.,India,7.4,136 min
Mere Brother Ki Dulhan,2011,"Comedy, Drama, Family",Not Rated,tt1740710,Ali Abbas Zafar,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar",A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,India,5.9,139 min
Ship of Theseus,2012,Drama,Not Rated,tt1773764,Anand Gandhi,Anand Gandhi,"Aydah El-Kashef, Yogesh Shah, Faraz Khan","The film explores questions of identity, justice, beauty, meaning and death through an experimental photographer, an ailing monk and a young stockbroker.","India, Netherlands",8,140 min
